category,id,geojson_file,source,year,description,display_name,state,label
city,bagepalli,cities/bagepalli.geojson,SBM/ramSeraph,,"","Bagepalli","Karnataka","Wards"
city,bageshwar,cities/bageshwar.geojson,SBM/ramSeraph,,"","Bageshwar","Uttarakhand","Wards"
city,baghapurana,cities/baghapurana.geojson,SBM/ramSeraph,,"","Baghapurana","Punjab","Wards"
city,baghpat,cities/baghpat.geojson,SBM/ramSeraph,,"","Baghpat","Uttar Pradesh","Wards"
city,bagicha,cities/bagicha.geojson,SBM/ramSeraph,,"","Bagicha","Chhattisgarh","Wards"
city,bagli,cities/bagli.geojson,SBM/ramSeraph,,"","Bagli","Madhya Pradesh","Wards"
city,bagru,cities/bagru.geojson,SBM/ramSeraph,,"","Bagru","Rajasthan","Wards"
city,bah,cities/bah.geojson,SBM/ramSeraph,,"","Bah","Uttar Pradesh","Wards"
city,bahadurganj,cities/bahadurganj.geojson,SBM/ramSeraph,,"","Bahadurganj","Uttar Pradesh","Wards"
city,bahadurgarh,cities/bahadurgarh.geojson,SBM/ramSeraph,,"","Bahadurgarh","Haryana","Wards"
city,baheri,cities/baheri.geojson,SBM/ramSeraph,,"","Baheri","Uttar Pradesh","Wards"
city,bahjoi,cities/bahjoi.geojson,SBM/ramSeraph,,"","Bahjoi","Uttar Pradesh","Wards"
city,bahraich,cities/bahraich.geojson,SBM/ramSeraph,,"","Bahraich","Uttar Pradesh","Wards"
city,bahuwa,cities/bahuwa.geojson,SBM/ramSeraph,,"","Bahuwa","Uttar Pradesh","Wards"
city,baidyabati,cities/baidyabati.geojson,SBM/ramSeraph,,"","Baidyabati","West Bengal","Wards"
city,baikunthpur_m,cities/baikunthpur_m.geojson,SBM/ramSeraph,,"","Baikunthpur_M","Madhya Pradesh","Wards"
city,baikunthpurr,cities/baikunthpurr.geojson,SBM/ramSeraph,,"","Baikunthpurr","Chhattisgarh","Wards"
city,bailhongal,cities/bailhongal.geojson,SBM/ramSeraph,,"","Bailhongal","Karnataka","Wards"
city,bairad,cities/bairad.geojson,SBM/ramSeraph,,"","Bairad","Madhya Pradesh","Wards"
city,baitalpur,cities/baitalpur.geojson,SBM/ramSeraph,,"","Baitalpur","Uttar Pradesh","Wards"
city,bajna,cities/bajna.geojson,SBM/ramSeraph,,"","Bajna","Uttar Pradesh","Wards"
city,bakewar,cities/bakewar.geojson,SBM/ramSeraph,,"","Bakewar","Uttar Pradesh","Wards"
city,bakho,cities/bakho.geojson,SBM/ramSeraph,,"","Bakho","Madhya Pradesh","Wards"
city,bakhtiarpur,cities/bakhtiarpur.geojson,SBM/ramSeraph,,"","Bakhtiarpur","Bihar","Wards"
city,balachaur,cities/balachaur.geojson,SBM/ramSeraph,,"","Balachaur","Punjab","Wards"
city,balaghat,cities/balaghat.geojson,SBM/ramSeraph,,"","Balaghat","Madhya Pradesh","Wards"
city,balangir,cities/balangir.geojson,SBM/ramSeraph,,"","Balangir","Odisha","Wards"
city,balapur,cities/balapur.geojson,SBM/ramSeraph,,"","Balapur","Maharashtra","Wards"
city,balasore,cities/balasore.geojson,SBM/ramSeraph,,"","Balasore","Odisha","Wards"
city,baldeogarh,cities/baldeogarh.geojson,SBM/ramSeraph,,"","Baldeogarh","Madhya Pradesh","Wards"
city,bali,cities/bali.geojson,SBM/ramSeraph,,"","Bali","Rajasthan","Wards"
city,balimela,cities/balimela.geojson,SBM/ramSeraph,,"","Balimela","Odisha","Wards"
city,ballarpur,cities/ballarpur.geojson,SBM/ramSeraph,,"","Ballarpur","Maharashtra","Wards"
city,balliguda,cities/balliguda.geojson,SBM/ramSeraph,,"","Balliguda","Odisha","Wards"
city,balod,cities/balod.geojson,SBM/ramSeraph,,"","Balod","Chhattisgarh","Wards"
city,baloda,cities/baloda.geojson,SBM/ramSeraph,,"","Baloda","Chhattisgarh","Wards"
city,balodabazar,cities/balodabazar.geojson,SBM/ramSeraph,,"","Balodabazar","Chhattisgarh","Wards"
city,balotra,cities/balotra.geojson,SBM/ramSeraph,,"","Balotra","Rajasthan","Wards"
city,balrampur,cities/balrampur.geojson,SBM/ramSeraph,,"","Balrampur","Chhattisgarh","Wards"
city,balugaon,cities/balugaon.geojson,SBM/ramSeraph,,"","Balugaon","Odisha","Wards"
city,bamanwas,cities/bamanwas.geojson,SBM/ramSeraph,,"","Bamanwas","Rajasthan","Wards"
city,bamore,cities/bamore.geojson,SBM/ramSeraph,,"","Bamore","Madhya Pradesh","Wards"
city,banat,cities/banat.geojson,SBM/ramSeraph,,"","Banat","Uttar Pradesh","Wards"
city,banda,cities/banda.geojson,SBM/ramSeraph,,"","Banda","Madhya Pradesh","Wards"
city,bandikui,cities/bandikui.geojson,SBM/ramSeraph,,"","Bandikui","Rajasthan","Wards"
city,bandipora,cities/bandipora.geojson,SBM/ramSeraph,,"","Bandipora","Jammu & Kashmir","Wards"
city,bandlaguda_jagir,cities/bandlaguda_jagir.geojson,SBM/ramSeraph,,"","Bandlaguda Jagir","Telangana","Wards"
city,banga,cities/banga.geojson,SBM/ramSeraph,,"","Banga","Punjab","Wards"
city,bangarmau,cities/bangarmau.geojson,SBM/ramSeraph,,"","Bangarmau","Uttar Pradesh","Wards"
city,bangarpet,cities/bangarpet.geojson,SBM/ramSeraph,,"","Bangarpet","Karnataka","Wards"
city,bangawan,cities/bangawan.geojson,SBM/ramSeraph,,"","Bangawan","Madhya Pradesh","Wards"
city,banka,cities/banka.geojson,SBM/ramSeraph,,"","Banka","Bihar","Wards"
city,bankapur,cities/bankapur.geojson,SBM/ramSeraph,,"","Bankapur","Karnataka","Wards"
city,bankhedi,cities/bankhedi.geojson,SBM/ramSeraph,,"","Bankhedi","Madhya Pradesh","Wards"
city,banki_od,cities/banki_od.geojson,SBM/ramSeraph,,"","Banki","Odisha","Wards"
city,banki_up,cities/banki_up.geojson,SBM/ramSeraph,,"","Banki","Uttar Pradesh","Wards"
city,bankura,cities/bankura.geojson,WB_AMRUT/ramSeraph,,"","Bankura","West Bengal","Wards"
city,bannur,cities/bannur.geojson,SBM/ramSeraph,,"","Bannur","Karnataka","Wards"
city,banpur,cities/banpur.geojson,SBM/ramSeraph,,"","Banpur","Odisha","Wards"
city,bansberia,cities/bansberia.geojson,WB_AMRUT/ramSeraph,,"","Bansberia","West Bengal","Wards"
city,bansdih,cities/bansdih.geojson,SBM/ramSeraph,,"","Bansdih","Uttar Pradesh","Wards"
city,bansur,cities/bansur.geojson,SBM/ramSeraph,,"","Bansur","Rajasthan","Wards"
city,banswada,cities/banswada.geojson,SBM/ramSeraph,,"","Banswada","Telangana","Wards"
city,banswara_m,cities/banswara_m.geojson,SBM/ramSeraph,,"","Banswara M","Rajasthan","Wards"
city,banthara,cities/banthara.geojson,SBM/ramSeraph,,"","Banthara","Uttar Pradesh","Wards"
city,bantwal,cities/bantwal.geojson,SBM/ramSeraph,,"","Bantwal","Karnataka","Wards"
city,bapatla,cities/bapatla.geojson,SBM/ramSeraph,,"","Bapatla","Andhra Pradesh","Wards"
city,baragaon,cities/baragaon.geojson,SBM/ramSeraph,,"","Baragaon","Uttar Pradesh","Wards"
city,barahiya,cities/barahiya.geojson,SBM/ramSeraph,,"","Barahiya","Bihar","Wards"
city,baramati,cities/baramati.geojson,SBM/ramSeraph,,"","Baramati","Maharashtra","Wards"
city,baramkela,cities/baramkela.geojson,SBM/ramSeraph,,"","Baramkela","Chhattisgarh","Wards"
city,baran,cities/baran.geojson,SBM/ramSeraph,,"","Baran","Rajasthan","Wards"
city,barara,cities/barara.geojson,SBM/ramSeraph,,"","Barara","Haryana","Wards"
city,baraut,cities/baraut.geojson,SBM/ramSeraph,,"","Baraut","Uttar Pradesh","Wards"
city,bareilly,cities/bareilly.geojson,SBM/ramSeraph,,"","Bareilly","Uttar Pradesh","Wards"
city,bareli,cities/bareli.geojson,SBM/ramSeraph,,"","Bareli","Madhya Pradesh","Wards"
city,bareta,cities/bareta.geojson,SBM/ramSeraph,,"","Bareta","Punjab","Wards"
city,barh,cities/barh.geojson,SBM/ramSeraph,,"","Barh","Bihar","Wards"
city,barhi,cities/barhi.geojson,SBM/ramSeraph,,"","Barhi","Madhya Pradesh","Wards"
city,bari,cities/bari.geojson,SBM/ramSeraph,,"","Bari","Rajasthan","Wards"
city,bari_brahamana,cities/bari_brahamana.geojson,SBM/ramSeraph,,"","Bari Brahamana","Jammu & Kashmir","Wards"
city,barigarh,cities/barigarh.geojson,SBM/ramSeraph,,"","Barigarh","Madhya Pradesh","Wards"
city,baripada,cities/baripada.geojson,SBM/ramSeraph,,"","Baripada","Odisha","Wards"
city,barisadri,cities/barisadri.geojson,SBM/ramSeraph,,"","Barisadri","Rajasthan","Wards"
city,bariwala,cities/bariwala.geojson,SBM/ramSeraph,,"","Bariwala","Punjab","Wards"
city,bariya,cities/bariya.geojson,SBM/ramSeraph,,"","Bariya","Uttar Pradesh","Wards"
city,barkhera,cities/barkhera.geojson,SBM/ramSeraph,,"","Barkhera","Uttar Pradesh","Wards"
city,barmer,cities/barmer.geojson,SBM/ramSeraph,,"","Barmer","Rajasthan","Wards"
city,barnala,cities/barnala.geojson,SBM/ramSeraph,,"","Barnala","Punjab","Wards"
city,barpali,cities/barpali.geojson,SBM/ramSeraph,,"","Barpali","Odisha","Wards"
city,barpeta_mb,cities/barpeta_mb.geojson,SBM/ramSeraph,,"","Barpeta M.B","Assam","Wards"
city,barrackpore,cities/barrackpore.geojson,WB_AMRUT/ramSeraph,,"","Barrackpore","West Bengal","Wards"
city,barsana,cities/barsana.geojson,SBM/ramSeraph,,"","Barsana","Uttar Pradesh","Wards"
city,barshi,cities/barshi.geojson,SBM/ramSeraph,,"","Barshi","Maharashtra","Wards"
city,barshitakali,cities/barshitakali.geojson,SBM/ramSeraph,,"","Barshitakali","Maharashtra","Wards"
city,barsur,cities/barsur.geojson,SBM/ramSeraph,,"","Barsur","Chhattisgarh","Wards"
city,barua_sagar,cities/barua_sagar.geojson,SBM/ramSeraph,,"","Barua Sagar","Uttar Pradesh","Wards"
city,barwala,cities/barwala.geojson,SBM/ramSeraph,,"","Barwala","Haryana","Wards"
city,barwani,cities/barwani.geojson,SBM/ramSeraph,,"","Barwani","Madhya Pradesh","Wards"
city,basavakalyan,cities/basavakalyan.geojson,SBM/ramSeraph,,"","Basavakalyan","Karnataka","Wards"
city,basavanabagewadi,cities/basavanabagewadi.geojson,SBM/ramSeraph,,"","Basavanabagewadi","Karnataka","Wards"
city,baseri,cities/baseri.geojson,SBM/ramSeraph,,"","Baseri","Rajasthan","Wards"
city,bashettihalli,cities/bashettihalli.geojson,SBM/ramSeraph,,"","Bashettihalli","Karnataka","Wards"
city,basirhat,cities/basirhat.geojson,SBM/ramSeraph,,"","Basirhat","West Bengal","Wards"
city,basmat,cities/basmat.geojson,SBM/ramSeraph,,"","Basmat","Maharashtra","Wards"
city,basna,cities/basna.geojson,SBM/ramSeraph,,"","Basna","Chhattisgarh","Wards"
city,bassi_pathana,cities/bassi_pathana.geojson,SBM/ramSeraph,,"","Bassi Pathana","Punjab","Wards"
city,bastar,cities/bastar.geojson,SBM/ramSeraph,,"","Bastar","Chhattisgarh","Wards"
city,basti,cities/basti.geojson,LivingAtlas/ramSeraph,,"","Basti","Uttar Pradesh","Wards"
city,basudevpur,cities/basudevpur.geojson,SBM/ramSeraph,,"","Basudevpur","Odisha","Wards"
city,basukinath,cities/basukinath.geojson,SBM/ramSeraph,,"","Basukinath","Jharkhand","Wards"
city,batala,cities/batala.geojson,SBM/ramSeraph,,"","Batala","Punjab","Wards"
city,bathinda,cities/bathinda.geojson,SBM/ramSeraph,,"","Bathinda","Punjab","Wards"
city,bawal,cities/bawal.geojson,SBM/ramSeraph,,"","Bawal","Haryana","Wards"
city,bawani_khera,cities/bawani_khera.geojson,SBM/ramSeraph,,"","Bawani Khera","Haryana","Wards"
city,bayana,cities/bayana.geojson,SBM/ramSeraph,,"","Bayana","Rajasthan","Wards"
city,bazpur,cities/bazpur.geojson,SBM/ramSeraph,,"","Bazpur","Uttarakhand","Wards"
city,beawar,cities/beawar.geojson,SBM/ramSeraph,,"","Beawar","Rajasthan","Wards"
city,beed,cities/beed.geojson,SBM/ramSeraph,,"","Beed","Maharashtra","Wards"
city,beerwah,cities/beerwah.geojson,SBM/ramSeraph,,"","Beerwah","Jammu & Kashmir","Wards"
city,begamganj,cities/begamganj.geojson,SBM/ramSeraph,,"","Begamganj","Madhya Pradesh","Wards"
city,begowal,cities/begowal.geojson,SBM/ramSeraph,,"","Begowal","Punjab","Wards"
city,begun,cities/begun.geojson,SBM/ramSeraph,,"","Begun","Rajasthan","Wards"
city,begusarai,cities/begusarai.geojson,SBM/ramSeraph,,"","Begusarai","Bihar","Wards"
city,behat,cities/behat.geojson,SBM/ramSeraph,,"","Behat","Uttar Pradesh","Wards"
city,behror,cities/behror.geojson,SBM/ramSeraph,,"","Behror","Rajasthan","Wards"
city,behsuma,cities/behsuma.geojson,SBM/ramSeraph,,"","Behsuma","Uttar Pradesh","Wards"
city,bela_pratapgarh,cities/bela_pratapgarh.geojson,SBM/ramSeraph,,"","Bela Pratapgarh","Uttar Pradesh","Wards"
city,belagali,cities/belagali.geojson,SBM/ramSeraph,,"","Belagali","Karnataka","Wards"
city,belagavi_ga,cities/belagavi_ga.geojson,LivingAtlas/ramSeraph,,"","Belagavi","Goa","Wards"
city,belagavi_ka,cities/belagavi_ka.geojson,SBM/ramSeraph,,"","Belagavi","Karnataka","Wards"
city,belhar_kala,cities/belhar_kala.geojson,SBM/ramSeraph,,"","Belhar Kala","Uttar Pradesh","Wards"
city,belhara,cities/belhara.geojson,SBM/ramSeraph,,"","Belhara","Uttar Pradesh","Wards"
city,bellaguntha,cities/bellaguntha.geojson,SBM/ramSeraph,,"","Bellaguntha","Odisha","Wards"
city,bellampalle,cities/bellampalle.geojson,SBM/ramSeraph,,"","Bellampalle","Telangana","Wards"
city,bellary,cities/bellary.geojson,SBM/ramSeraph,,"","Bellary","Karnataka","Wards"
city,belpahar,cities/belpahar.geojson,SBM/ramSeraph,,"","Belpahar","Odisha","Wards"
city,belsar,cities/belsar.geojson,SBM/ramSeraph,,"","Belsar","Uttar Pradesh","Wards"
city,belthara_road,cities/belthara_road.geojson,SBM/ramSeraph,,"","Belthara Road","Uttar Pradesh","Wards"
city,belur,cities/belur.geojson,SBM/ramSeraph,,"","Belur","Karnataka","Wards"
city,bemetara,cities/bemetara.geojson,SBM/ramSeraph,,"","Bemetara","Chhattisgarh","Wards"
city,bengaluru,cities/bengaluru.geojson,LivingAtlas/ramSeraph,,"","Bengaluru","Karnataka","Wards"
city,beniganj,cities/beniganj.geojson,SBM/ramSeraph,,"","Beniganj","Uttar Pradesh","Wards"
city,benipur,cities/benipur.geojson,SBM/ramSeraph,,"","Benipur","Bihar","Wards"
city,beohari,cities/beohari.geojson,SBM/ramSeraph,,"","Beohari","Madhya Pradesh","Wards"
city,berala_m,cities/berala_m.geojson,SBM/ramSeraph,,"","Berala_M","Madhya Pradesh","Wards"
city,beri,cities/beri.geojson,SBM/ramSeraph,,"","Beri","Haryana","Wards"
city,berla,cities/berla.geojson,SBM/ramSeraph,,"","Berla","Chhattisgarh","Wards"
city,beswan,cities/beswan.geojson,SBM/ramSeraph,,"","Beswan","Uttar Pradesh","Wards"
city,betma,cities/betma.geojson,SBM/ramSeraph,,"","Betma","Madhya Pradesh","Wards"
city,bettiah,cities/bettiah.geojson,SBM/ramSeraph,,"","Bettiah","Bihar","Wards"
city,betul,cities/betul.geojson,SBM/ramSeraph,,"","Betul","Madhya Pradesh","Wards"
city,betul_bazar,cities/betul_bazar.geojson,SBM/ramSeraph,,"","Betul Bazar","Madhya Pradesh","Wards"
city,bewar,cities/bewar.geojson,SBM/ramSeraph,,"","Bewar","Uttar Pradesh","Wards"
city,bhabua,cities/bhabua.geojson,SBM/ramSeraph,,"","Bhabua","Bihar","Wards"
city,bhadarsa,cities/bhadarsa.geojson,SBM/ramSeraph,,"","Bhadarsa","Uttar Pradesh","Wards"
city,bhadaur,cities/bhadaur.geojson,SBM/ramSeraph,,"","Bhadaur","Punjab","Wards"
city,bhaderwah,cities/bhaderwah.geojson,SBM/ramSeraph,,"","Bhaderwah","Jammu & Kashmir","Wards"
city,bhadohi,cities/bhadohi.geojson,SBM/ramSeraph,,"","Bhadohi","Uttar Pradesh","Wards"
city,bhadra,cities/bhadra.geojson,SBM/ramSeraph,,"","Bhadra","Rajasthan","Wards"
city,bhadrak,cities/bhadrak.geojson,SBM/ramSeraph,,"","Bhadrak","Odisha","Wards"
city,bhadravati,cities/bhadravati.geojson,SBM/ramSeraph,,"","Bhadravati","Karnataka","Wards"
city,bhadreswar,cities/bhadreswar.geojson,WB_AMRUT/ramSeraph,,"","Bhadreswar","West Bengal","Wards"
city,bhagalpur,cities/bhagalpur.geojson,SBM/ramSeraph,,"","Bhagalpur","Bihar","Wards"
city,bhagta_bhai_ka,cities/bhagta_bhai_ka.geojson,SBM/ramSeraph,,"","Bhagta Bhai Ka","Punjab","Wards"
city,bhagyanagar,cities/bhagyanagar.geojson,SBM/ramSeraph,,"","Bhagyanagar","Karnataka","Wards"
city,bhainsa,cities/bhainsa.geojson,SBM/ramSeraph,,"","Bhainsa","Telangana","Wards"
city,bhainsdehi,cities/bhainsdehi.geojson,SBM/ramSeraph,,"","Bhainsdehi","Madhya Pradesh","Wards"
city,bhairamgarh,cities/bhairamgarh.geojson,SBM/ramSeraph,,"","Bhairamgarh","Chhattisgarh","Wards"
city,bhairupa,cities/bhairupa.geojson,SBM/ramSeraph,,"","Bhairupa","Punjab","Wards"
city,bhakhara,cities/bhakhara.geojson,SBM/ramSeraph,,"","Bhakhara","Chhattisgarh","Wards"
city,bhaluani_bazar,cities/bhaluani_bazar.geojson,SBM/ramSeraph,,"","Bhaluani Bazar","Uttar Pradesh","Wards"
city,bhamragad,cities/bhamragad.geojson,SBM/ramSeraph,,"","Bhamragad","Maharashtra","Wards"
city,bhandara,cities/bhandara.geojson,SBM/ramSeraph,,"","Bhandara","Maharashtra","Wards"
city,bhander,cities/bhander.geojson,SBM/ramSeraph,,"","Bhander","Madhya Pradesh","Wards"
city,bhanjanagar,cities/bhanjanagar.geojson,SBM/ramSeraph,,"","Bhanjanagar","Odisha","Wards"
city,bhanpura,cities/bhanpura.geojson,SBM/ramSeraph,,"","Bhanpura","Madhya Pradesh","Wards"
city,bhanupratappur,cities/bhanupratappur.geojson,SBM/ramSeraph,,"","Bhanupratappur","Chhattisgarh","Wards"
city,bharatganj,cities/bharatganj.geojson,SBM/ramSeraph,,"","Bharatganj","Uttar Pradesh","Wards"
city,bharatpur,cities/bharatpur.geojson,SBM/ramSeraph,,"","Bharatpur","Rajasthan","Wards"
city,bhargain,cities/bhargain.geojson,SBM/ramSeraph,,"","Bhargain","Uttar Pradesh","Wards"
city,bharthana,cities/bharthana.geojson,SBM/ramSeraph,,"","Bharthana","Uttar Pradesh","Wards"
city,bharuch,cities/bharuch.geojson,SBM/ramSeraph,,"","Bharuch","Gujarat","Wards"
city,bharwari,cities/bharwari.geojson,SBM/ramSeraph,,"","Bharwari","Uttar Pradesh","Wards"
city,bhatapara,cities/bhatapara.geojson,SBM/ramSeraph,,"","Bhatapara","Chhattisgarh","Wards"
city,bhatgaon_bb,cities/bhatgaon_bb.geojson,SBM/ramSeraph,,"","Bhatgaon_Bb","Chhattisgarh","Wards"
city,bhatgaon_s,cities/bhatgaon_s.geojson,SBM/ramSeraph,,"","Bhatgaon_S","Chhattisgarh","Wards"
city,bhatkal,cities/bhatkal.geojson,SBM/ramSeraph,,"","Bhatkal","Karnataka","Wards"
city,bhatkuli,cities/bhatkuli.geojson,SBM/ramSeraph,,"","Bhatkuli","Maharashtra","Wards"
city,bhatni_bazar,cities/bhatni_bazar.geojson,SBM/ramSeraph,,"","Bhatni Bazar","Uttar Pradesh","Wards"
city,bhatpara,cities/bhatpara.geojson,WB_AMRUT/ramSeraph,,"","Bhatpara","West Bengal","Wards"
city,bhaurasa,cities/bhaurasa.geojson,SBM/ramSeraph,,"","Bhaurasa","Madhya Pradesh","Wards"
city,bhavani,cities/bhavani.geojson,SBM/ramSeraph,,"","Bhavani","Tamil Nadu","Wards"
city,bhavnagar,cities/bhavnagar.geojson,SBM/ramSeraph,,"","Bhavnagar","Gujarat","Wards"
city,bhavra,cities/bhavra.geojson,SBM/ramSeraph,,"","Bhavra","Madhya Pradesh","Wards"
city,bhawan_bahadur_nagar,cities/bhawan_bahadur_nagar.geojson,SBM/ramSeraph,,"","Bhawan Bahadur Nagar","Uttar Pradesh","Wards"
city,bhawani_mandi,cities/bhawani_mandi.geojson,SBM/ramSeraph,,"","Bhawani Mandi","Rajasthan","Wards"
city,bhawanigarh,cities/bhawanigarh.geojson,SBM/ramSeraph,,"","Bhawanigarh","Punjab","Wards"
city,bhawanipatna,cities/bhawanipatna.geojson,SBM/ramSeraph,,"","Bhawanipatna","Odisha","Wards"
city,bhedaghat,cities/bhedaghat.geojson,SBM/ramSeraph,,"","Bhedaghat","Madhya Pradesh","Wards"
city,bheemgal,cities/bheemgal.geojson,SBM/ramSeraph,,"","Bheemgal","Telangana","Wards"
city,bhikhi,cities/bhikhi.geojson,SBM/ramSeraph,,"","Bhikhi","Punjab","Wards"
city,bhikhiwind,cities/bhikhiwind.geojson,SBM/ramSeraph,,"","Bhikhiwind","Punjab","Wards"
city,bhilai,cities/bhilai.geojson,LivingAtlas/ramSeraph,,"","Bhilai","Chhattisgarh","Wards"
city,bhilai_charoda,cities/bhilai_charoda.geojson,SBM/ramSeraph,,"","Bhilai Charoda","Chhattisgarh","Wards"
city,bhilai_nagar,cities/bhilai_nagar.geojson,SBM/ramSeraph,,"","Bhilai Nagar","Chhattisgarh","Wards"
city,bhilwara,cities/bhilwara.geojson,SBM/ramSeraph,,"","Bhilwara","Rajasthan","Wards"
city,bhimavaram,cities/bhimavaram.geojson,SBM/ramSeraph,,"","Bhimavaram","Andhra Pradesh","Wards"
city,bhind,cities/bhind.geojson,SBM/ramSeraph,,"","Bhind","Madhya Pradesh","Wards"
city,bhinder,cities/bhinder.geojson,SBM/ramSeraph,,"","Bhinder","Rajasthan","Wards"
city,bhinga,cities/bhinga.geojson,SBM/ramSeraph,,"","Bhinga","Uttar Pradesh","Wards"
city,bhinmal,cities/bhinmal.geojson,SBM/ramSeraph,,"","Bhinmal","Rajasthan","Wards"
city,bhiwadi,cities/bhiwadi.geojson,SBM/ramSeraph,,"","Bhiwadi","Rajasthan","Wards"
city,bhiwandi_nizampur_city,cities/bhiwandi_nizampur_city.geojson,SBM/ramSeraph,,"","Bhiwandi Nizampur City","Maharashtra","Wards"
city,bhiwani,cities/bhiwani.geojson,SBM/ramSeraph,,"","Bhiwani","Haryana","Wards"
city,bhiwapur,cities/bhiwapur.geojson,SBM/ramSeraph,,"","Bhiwapur","Maharashtra","Wards"
city,bhogaon,cities/bhogaon.geojson,SBM/ramSeraph,,"","Bhogaon","Uttar Pradesh","Wards"
city,bhogpur,cities/bhogpur.geojson,SBM/ramSeraph,,"","Bhogpur","Punjab","Wards"
city,bhojpur_dharampur,cities/bhojpur_dharampur.geojson,SBM/ramSeraph,,"","Bhojpur Dharampur","Uttar Pradesh","Wards"
city,bhokar,cities/bhokar.geojson,SBM/ramSeraph,,"","Bhokar","Maharashtra","Wards"
city,bhokarheri,cities/bhokarheri.geojson,SBM/ramSeraph,,"","Bhokarheri","Uttar Pradesh","Wards"
city,bholath,cities/bholath.geojson,SBM/ramSeraph,,"","Bholath","Punjab","Wards"
