source_district,dest_district,source_year,dest_year,filter_state
Bastar,Bastar,1991,2001,Chhattisgarh
Bastar,Dantewada,1991,2001,Chhattisgarh
Bastar,Dantewada,1991,2001,Chhattisgarh
Bastar,Dantewada,1991,2001,Chhattisgarh
Bastar,Bastar,1991,2001,Chhattisgarh
Bastar,Bastar,2001,2011,Chhattisgarh
Bastar,Narayanpur,2001,2011,Chhattisgarh
Bastar,Bastar,2001,2011,Chhattisgarh
Bastar,Bastar,2011,2024,Chhattisgarh
Bastar,Kondagaon,2011,2024,Chhattisgarh
Basti,Basti,1951,1961,Uttar Pradesh
Basti,Basti,1951,1961,Uttar Pradesh
Basti,Basti,1951,1961,Uttar Pradesh
Basti,Basti,1961,1971,Uttar Pradesh
Basti,Basti,1961,1971,Uttar Pradesh
Basti,Basti,1961,1971,Uttar Pradesh
Basti,Basti,1971,1981,Uttar Pradesh
Basti,Basti,1971,1981,Uttar Pradesh
Basti,Basti,1971,1981,Uttar Pradesh
Basti,Basti,1981,1991,Uttar Pradesh
Basti,Basti,1981,1991,Uttar Pradesh
Basti,Siddharthnagar,1981,1991,Uttar Pradesh
Basti,Basti,1991,2001,Uttar Pradesh
Basti,Sant Kabir Nagar,1991,2001,Uttar Pradesh
Basti,Basti,2001,2011,Uttar Pradesh
Basti,Basti,2011,2024,Uttar Pradesh
Bathinda,Bathinda,1981,1991,Punjab
Bathinda,Bathinda,1981,1991,Punjab
Bathinda,Bathinda,1991,2001,Punjab
Bathinda,Mansa,1991,2001,Punjab
Bathinda,Bathinda,2001,2011,Punjab
Bathinda,Bathinda,2011,2024,Punjab
Baudh,Baudh,2001,2011,Odisha
Baudh,Baudh,2011,2024,Odisha
Baudh Khondmals,Baudh Khondmals,1961,1971,Odisha
Baudh Khondmals,Baudh Khondmals,1961,1971,Odisha
Baudh Khondmals,Phulabani,1971,1981,Odisha
Baudh Khondmals,Phulabani,1971,1981,Odisha
Begusarai,Begusarai,1981,1991,Bihar
Begusarai,Begusarai,1991,2001,Bihar
Begusarai,Begusarai,2001,2011,Bihar
Begusarai,Begusarai,2011,2024,Bihar
Belgaum,Belgaum,1951,1961,Karnataka
Belgaum,Belgaum,1961,1971,Karnataka
Belgaum,Belgaum,1971,1981,Karnataka
Belgaum,Belgaum,1981,1991,Karnataka
Belgaum,Belgaum,1991,2001,Karnataka
Belgaum,Belgaum,2001,2011,Karnataka
Belgaum,Belgavi,2011,2024,Karnataka
Bellary,Bellary,1951,1961,Karnataka
Bellary,Bellary,1951,1961,Karnataka
Bellary,Bellary,1961,1971,Karnataka
Bellary,Bellary,1961,1971,Karnataka
Bellary,Bellary,1971,1981,Karnataka
Bellary,Bellary,1971,1981,Karnataka
Bellary,Bellary,1981,1991,Karnataka
Bellary,Bellary,1981,1991,Karnataka
Bellary,Bellary,1991,2001,Karnataka
Bellary,Bellary,1991,2001,Karnataka
Bellary,Bellary,2001,2011,Karnataka
Bellary,Bellary,2001,2011,Karnataka
Bellary,Ballari,2011,2024,Karnataka
Bellary,Vijayanagara,2011,2024,Karnataka
Betul,Betul,1951,1961,Madhya Pradesh
Betul,Betul,1961,1971,Madhya Pradesh
Betul,Betul,1971,1981,Madhya Pradesh
Betul,Betul,1981,1991,Madhya Pradesh
Betul,Betul,1991,2001,Madhya Pradesh
Betul,Betul,2001,2011,Madhya Pradesh
Betul,Betul,2011,2024,Madhya Pradesh
Bhadrak,Bhadrak,2001,2011,Odisha
Bhadrak,Bhadrak,2011,2024,Odisha
Bhagalpur,Bhagalpur,1951,1961,Bihar
Bhagalpur,Bhagalpur,1951,1961,Bihar
Bhagalpur,Bhagalpur,1961,1971,Bihar
Bhagalpur,Bhagalpur,1961,1971,Bihar
Bhagalpur,Bhagalpur,1971,1981,Bihar
Bhagalpur,Bhagalpur,1971,1981,Bihar
Bhagalpur,Bhagalpur,1981,1991,Bihar
Bhagalpur,Bhagalpur,1981,1991,Bihar
Bhagalpur,Bhagalpur,1991,2001,Bihar
Bhagalpur,Banka,1991,2001,Bihar
Bhagalpur,Bhagalpur,2001,2011,Bihar
Bhagalpur,Bhagalpur,2011,2024,Bihar
Bhandara,Bhandara,1951,1961,Maharashtra
Bhandara,Bhandara,1951,1961,Maharashtra
Bhandara,Bhandara,1961,1971,Maharashtra
Bhandara,Bhandara,1961,1971,Maharashtra
Bhandara,Bhandara,1971,1981,Maharashtra
Bhandara,Bhandara,1971,1981,Maharashtra
Bhandara,Bhandara,1981,1991,Maharashtra
Bhandara,Bhandara,1981,1991,Maharashtra
Bhandara,Bhandara,1991,2001,Maharashtra
Bhandara,Gondiya,1991,2001,Maharashtra
Bhandara,Bhandara,2001,2011,Maharashtra
Bhandara,Bhandara,2011,2024,Maharashtra
Bharatpur,Bharatpur,1951,1961,Rajasthan
Bharatpur,Bharatpur,1951,1961,Rajasthan
Bharatpur,Bharatpur,1961,1971,Rajasthan
Bharatpur,Bharatpur,1961,1971,Rajasthan
Bharatpur,Bharatpur,1971,1981,Rajasthan
Bharatpur,Bharatpur,1971,1981,Rajasthan
Bharatpur,Bharatpur,1981,1991,Rajasthan
Bharatpur,Dhaulpur,1981,1991,Rajasthan
Bharatpur,Bharatpur,1991,2001,Rajasthan
Bharatpur,Bharatpur,2001,2011,Rajasthan
Bharatpur,Bharatpur,2011,2024,Rajasthan
Bharuch,Bharuch,1971,1981,Gujarat
Bharuch,Bharuch,1971,1981,Gujarat
Bharuch,Bharuch,1981,1991,Gujarat
Bharuch,Bharuch,1981,1991,Gujarat
Bharuch,Bharuch,1991,2001,Gujarat
Bharuch,Narmada,1991,2001,Gujarat
Bharuch,Bharuch,2001,2011,Gujarat
Bharuch,Bharuch,2011,2024,Gujarat
Bhatinda,Bhatinda,1951,1961,Punjab
Bhatinda,Bhatinda,1951,1961,Punjab
Bhatinda,Bhatinda,1951,1961,Punjab
Bhatinda,Bhatinda,1951,1961,Punjab
Bhatinda,Bhatinda,1951,1961,Punjab
Bhatinda,Bhatinda,1961,1971,Punjab
Bhatinda,Bhatinda,1961,1971,Punjab
Bhatinda,Bhatinda,1961,1971,Punjab
Bhatinda,Bhatinda,1961,1971,Punjab
Bhatinda,Bhatinda,1961,1971,Punjab
Bhatinda,Faridkot,1971,1981,Punjab
Bhatinda,Faridkot,1971,1981,Punjab
Bhatinda,Faridkot,1971,1981,Punjab
Bhatinda,Bathinda,1971,1981,Punjab
Bhatinda,Bathinda,1971,1981,Punjab
Bhavnagar,Bhavnagar,1961,1971,Gujarat
Bhavnagar,Bhavnagar,1961,1971,Gujarat
Bhavnagar,Bhavnagar,1971,1981,Gujarat
Bhavnagar,Bhavnagar,1971,1981,Gujarat
Bhavnagar,Bhavnagar,1981,1991,Gujarat
Bhavnagar,Bhavnagar,1981,1991,Gujarat
Bhavnagar,Bhavnagar,1991,2001,Gujarat
Bhavnagar,Bhavnagar,1991,2001,Gujarat
Bhavnagar,Bhavnagar,2001,2011,Gujarat
Bhavnagar,Bhavnagar,2001,2011,Gujarat
Bhavnagar,Bhavnagar,2011,2024,Gujarat
Bhavnagar,Botad,2011,2024,Gujarat
Bhilsa,Vidisha,1951,1961,Madhya Pradesh
Bhilwara,Bhilwara,1951,1961,Rajasthan
Bhilwara,Bhilwara,1961,1971,Rajasthan
Bhilwara,Bhilwara,1971,1981,Rajasthan
Bhilwara,Bhilwara,1981,1991,Rajasthan
Bhilwara,Bhilwara,1991,2001,Rajasthan
Bhilwara,Bhilwara,2001,2011,Rajasthan
Bhilwara,Bhilwara,2011,2024,Rajasthan
Bhind,Bhind,1951,1961,Madhya Pradesh
Bhind,Bhind,1961,1971,Madhya Pradesh
Bhind,Bhind,1971,1981,Madhya Pradesh
Bhind,Bhind,1981,1991,Madhya Pradesh
Bhind,Bhind,1991,2001,Madhya Pradesh
Bhind,Bhind,2001,2011,Madhya Pradesh
Bhind,Bhind,2011,2024,Madhya Pradesh
Bhir,Bhir,1951,1961,Maharashtra
Bhir,Bhir,1961,1971,Maharashtra
Bhir,Bid,1971,1981,Maharashtra
Bhiwani,Bhiwani,1981,1991,Haryana
Bhiwani,Bhiwani,1981,1991,Haryana
Bhiwani,Bhiwani,1991,2001,Haryana
Bhiwani,Bhiwani,1991,2001,Haryana
Bhiwani,Bhiwani,2001,2011,Haryana
Bhiwani,Bhiwani,2001,2011,Haryana
Bhiwani,Bhiwani,2011,2024,Haryana
Bhiwani,Charkhi Dadri,2011,2024,Haryana
Bhojpur,Bhojpur,1981,1991,Bihar
Bhojpur,Bhojpur,1981,1991,Bihar
Bhojpur,Bhojpur,1991,2001,Bihar
Bhojpur,Buxar,1991,2001,Bihar
Bhojpur,Bhojpur,2001,2011,Bihar
Bhojpur,Bhojpur,2011,2024,Bihar
Bhopal,Bhopal,1981,1991,Madhya Pradesh
Bhopal,Bhopal,1991,2001,Madhya Pradesh
Bhopal,Bhopal,2001,2011,Madhya Pradesh
Bhopal,Bhopal,2011,2024,Madhya Pradesh
Bid,Bid,1981,1991,Maharashtra
Bid,Bid,1991,2001,Maharashtra
Bid,Bid,2001,2011,Maharashtra
Bid,Bid,2011,2024,Maharashtra
Bidar,Bidar,1951,1961,Karnataka
Bidar,Bidar,1961,1971,Karnataka
Bidar,Bidar,1971,1981,Karnataka
Bidar,Bidar,1981,1991,Karnataka
Bidar,Bidar,1991,2001,Karnataka
Bidar,Bidar,2001,2011,Karnataka
Bidar,Bidar,2011,2024,Karnataka
Bijapur,Bijapur,2011,2024,Chhattisgarh
Bijapur,Bijapur,1951,1961,Karnataka
Bijapur,Bijapur,1951,1961,Karnataka
Bijapur,Bijapur,1961,1971,Karnataka
Bijapur,Bijapur,1961,1971,Karnataka
Bijapur,Bijapur,1971,1981,Karnataka
Bijapur,Bijapur,1971,1981,Karnataka
Bijapur,Bijapur,1981,1991,Karnataka
Bijapur,Bijapur,1981,1991,Karnataka
Bijapur,Bagalkot,1991,2001,Karnataka
Bijapur,Bijapur,1991,2001,Karnataka
Bijapur,Bijapur,2001,2011,Karnataka
Bijapur,Vijayapura,2011,2024,Karnataka
Bijnor,Bijnor,1951,1961,Uttar Pradesh
Bijnor,Bijnor,1961,1971,Uttar Pradesh
Bijnor,Bijnor,1971,1981,Uttar Pradesh
Bijnor,Bijnor,1981,1991,Uttar Pradesh
Bijnor,Bijnor,1991,2001,Uttar Pradesh
Bijnor,Bijnor,2001,2011,Uttar Pradesh
Bijnor,Bijnor,2011,2024,Uttar Pradesh
Bikaner,Bikaner,1951,1961,Rajasthan
Bikaner,Bikaner,1961,1971,Rajasthan
Bikaner,Bikaner,1971,1981,Rajasthan
Bikaner,Bikaner,1981,1991,Rajasthan
Bikaner,Bikaner,1991,2001,Rajasthan
Bikaner,Bikaner,2001,2011,Rajasthan
Bikaner,Bikaner,2011,2024,Rajasthan
Bilaspur,Bilaspur,1951,1961,Chhattisgarh
Bilaspur,Bilaspur,1951,1961,Chhattisgarh
Bilaspur,Bilaspur,1951,1961,Chhattisgarh
Bilaspur,Bilaspur,1951,1961,Chhattisgarh
Bilaspur,Bilaspur,1951,1961,Chhattisgarh
Bilaspur,Bilaspur,1961,1971,Chhattisgarh
Bilaspur,Bilaspur,1961,1971,Chhattisgarh
Bilaspur,Bilaspur,1961,1971,Chhattisgarh
Bilaspur,Bilaspur,1961,1971,Chhattisgarh
Bilaspur,Bilaspur,1961,1971,Chhattisgarh
Bilaspur,Bilaspur,1971,1981,Chhattisgarh
Bilaspur,Bilaspur,1971,1981,Chhattisgarh
Bilaspur,Bilaspur,1971,1981,Chhattisgarh
Bilaspur,Bilaspur,1971,1981,Chhattisgarh
Bilaspur,Bilaspur,1971,1981,Chhattisgarh
Bilaspur,Bilaspur,1981,1991,Chhattisgarh
Bilaspur,Bilaspur,1981,1991,Chhattisgarh
Bilaspur,Bilaspur,1981,1991,Chhattisgarh
Bilaspur,Bilaspur,1981,1991,Chhattisgarh
Bilaspur,Bilaspur,1981,1991,Chhattisgarh
Bilaspur,Korba,1991,2001,Chhattisgarh
Bilaspur,Janjgir-Champa,1991,2001,Chhattisgarh
Bilaspur,Bilaspur,1991,2001,Chhattisgarh
Bilaspur,Bilaspur,1991,2001,Chhattisgarh
Bilaspur,Bilaspur,1991,2001,Chhattisgarh
Bilaspur,Bilaspur,2001,2011,Chhattisgarh
Bilaspur,Bilaspur,2001,2011,Chhattisgarh
Bilaspur,Bilaspur,2001,2011,Chhattisgarh
Bilaspur,Bilaspur,2011,2024,Chhattisgarh
Bilaspur,Mungeli,2011,2024,Chhattisgarh
Bilaspur,Gaurela-Pendra-Marwahi,2011,2024,Chhattisgarh
Bilaspur,Bilaspur,1951,1961,Himachal Pradesh
Bilaspur,Bilaspur,1961,1971,Himachal Pradesh
Bilaspur,Bilaspur,1971,1981,Himachal Pradesh
Bilaspur,Bilaspur,1981,1991,Himachal Pradesh
Bilaspur,Bilaspur,1991,2001,Himachal Pradesh
Bilaspur,Bilaspur,2001,2011,Himachal Pradesh
Bilaspur,Bilaspur,2011,2024,Himachal Pradesh
Birbhum,Birbhum,1951,1961,West Bengal
Birbhum,Birbhum,1961,1971,West Bengal
Birbhum,Birbhum,1971,1981,West Bengal
Birbhum,Birbhum,1981,1991,West Bengal
Birbhum,Birbhum,1991,2001,West Bengal
Birbhum,Birbhum,2001,2011,West Bengal
Birbhum,Birbhum,2011,2024,West Bengal
Bishnupur,Bishnupur,1991,2001,Manipur
Bishnupur,Bishnupur,2001,2011,Manipur
Bishnupur,Bishnupur,2011,2024,Manipur
Bokaro,Bokaro,2001,2011,Jharkhand
Bokaro,Bokaro,2001,2011,Jharkhand
Bokaro,Bokaro,2011,2024,Jharkhand
Bokaro,Bokaro,2011,2024,Jharkhand
Bolangir,Bolangir,1951,1961,Odisha
Bolangir,Bolangir,1951,1961,Odisha
Bolangir,Bolangir,1961,1971,Odisha
Bolangir,Bolangir,1961,1971,Odisha
Bolangir,Balangir,1971,1981,Odisha
Bolangir,Balangir,1971,1981,Odisha
Bongaigaon,Bongaigaon,1991,2001,Assam
Bongaigaon,Bongaigaon,1991,2001,Assam
Bongaigaon,Bongaigaon,2001,2011,Assam
Bongaigaon,Chirang,2001,2011,Assam
Bongaigaon,Bongaigaon,2011,2024,Assam
Broach,Broach,1951,1961,Gujarat
Broach,Broach,1951,1961,Gujarat
Broach,Bharuch,1961,1971,Gujarat
Broach,Bharuch,1961,1971,Gujarat
Budaun,Budaun,1951,1961,Uttar Pradesh
Budaun,Budaun,1951,1961,Uttar Pradesh
Budaun,Budaun,1961,1971,Uttar Pradesh
Budaun,Budaun,1961,1971,Uttar Pradesh
Budaun,Budaun,1971,1981,Uttar Pradesh
Budaun,Budaun,1971,1981,Uttar Pradesh
Budaun,Budaun,1981,1991,Uttar Pradesh
Budaun,Budaun,1981,1991,Uttar Pradesh
Budaun,Budaun,1991,2001,Uttar Pradesh
Budaun,Budaun,1991,2001,Uttar Pradesh
Budaun,Budaun,2001,2011,Uttar Pradesh
Budaun,Budaun,2001,2011,Uttar Pradesh
Budaun,Budaun,2011,2024,Uttar Pradesh
Budaun,Sambhal (Bhimnagar),2011,2024,Uttar Pradesh
Bulandshahr,Bulandshahr,1951,1961,Uttar Pradesh
Bulandshahr,Bulandshahr,1951,1961,Uttar Pradesh
Bulandshahr,Bulandshahr,1951,1961,Uttar Pradesh
Bulandshahr,Bulandshahr,1951,1961,Uttar Pradesh
Bulandshahr,Bulandshahr,1961,1971,Uttar Pradesh
Bulandshahr,Bulandshahr,1961,1971,Uttar Pradesh
Bulandshahr,Bulandshahr,1961,1971,Uttar Pradesh
Bulandshahr,Bulandshahr,1961,1971,Uttar Pradesh
Bulandshahr,Bulandshahr,1971,1981,Uttar Pradesh
Bulandshahr,Bulandshahr,1971,1981,Uttar Pradesh
Bulandshahr,Ghaziabad,1971,1981,Uttar Pradesh
Bulandshahr,Ghaziabad,1971,1981,Uttar Pradesh
Bulandshahr,Bulandshahr,1981,1991,Uttar Pradesh
Bulandshahr,Bulandshahr,1981,1991,Uttar Pradesh
Bulandshahr,Bulandshahr,1991,2001,Uttar Pradesh
Bulandshahr,Gautam Buddha Nagar,1991,2001,Uttar Pradesh
Bulandshahr,Bulandshahr,2001,2011,Uttar Pradesh
Bulandshahr,Bulandshahr,2011,2024,Uttar Pradesh
Buldana,Buldhana,1951,1961,Maharashtra
Buldana,Buldana,1981,1991,Maharashtra
Buldana,Buldana,1991,2001,Maharashtra
Buldana,Buldana,2001,2011,Maharashtra
Buldana,Buldana,2011,2024,Maharashtra
Buldhana,Buldhana,1961,1971,Maharashtra
Buldhana,Buldana,1971,1981,Maharashtra
Bundi,Bundi,1951,1961,Rajasthan
Bundi,Bundi,1961,1971,Rajasthan
Bundi,Bundi,1971,1981,Rajasthan
Bundi,Bundi,1981,1991,Rajasthan
Bundi,Bundi,1991,2001,Rajasthan
Bundi,Bundi,2001,2011,Rajasthan
Bundi,Bundi,2011,2024,Rajasthan
Burdwan,Burdwan,1951,1961,West Bengal
Burdwan,Burdwan,1951,1961,West Bengal
Burdwan,Burdwan,1951,1961,West Bengal
Burdwan,Burdwan,1961,1971,West Bengal
Burdwan,Burdwan,1961,1971,West Bengal
Burdwan,Burdwan,1961,1971,West Bengal
Burdwan,Barddhaman,1971,1981,West Bengal
Burdwan,Barddhaman,1971,1981,West Bengal
Burdwan,Barddhaman,1971,1981,West Bengal
Burhanpur,Burhanpur,2011,2024,Madhya Pradesh
Buxar,Buxar,2001,2011,Bihar
Buxar,Buxar,2011,2024,Bihar
Cachar,Cachar,1951,1961,Assam
Cachar,Cachar,1951,1961,Assam
Cachar,Cachar,1951,1961,Assam
Cachar,Cachar,1961,1971,Assam
Cachar,Cachar,1961,1971,Assam
Cachar,Cachar,1961,1971,Assam
Cachar,Cachar,1971,1981,Assam
Cachar,Cachar,1971,1981,Assam
Cachar,Cachar,1971,1981,Assam
Cachar,Cachar,1981,1991,Assam
Cachar,Karimganj,1981,1991,Assam
Cachar,Hailakandi,1981,1991,Assam
Cachar,Cachar,1991,2001,Assam
Cachar,Cachar,2001,2011,Assam
Cachar,Cachar,2011,2024,Assam
Calcutta,Calcutta,1951,1961,West Bengal
Calcutta,Calcutta,1961,1971,West Bengal
Calcutta,Calcutta,1971,1981,West Bengal
Calcutta,Calcutta,1981,1991,West Bengal
Calcutta,Kolkata,1991,2001,West Bengal
Cannanore,Cannanore,1961,1971,Kerala
Cannanore,Cannanore,1961,1971,Kerala
Cannanore,Cannanore,1961,1971,Kerala
Cannanore,Cannanore,1971,1981,Kerala
Cannanore,Cannanore,1971,1981,Kerala
Cannanore,Wayanad,1971,1981,Kerala
Cannanore,Kannur,1981,1991,Kerala
Cannanore,Kasargod,1981,1991,Kerala
Central,Central,2001,2011,NCT of Delhi
Central,Central,2011,2024,NCT of Delhi
Central Saurashtra,Rajkot,1951,1961,Gujarat
Central Saurashtra,Rajkot,1951,1961,Gujarat
Chamarajanagar,Chamarajanagar,2001,2011,Karnataka
Chamarajanagar,Chamarajanagar,2011,2024,Karnataka
Chamba,Chamba,1951,1961,Himachal Pradesh
Chamba,Chamba,1961,1971,Himachal Pradesh
Chamba,Chamba,1971,1981,Himachal Pradesh
Chamba,Chamba,1981,1991,Himachal Pradesh
Chamba,Chamba,1991,2001,Himachal Pradesh
Chamba,Chamba,2001,2011,Himachal Pradesh
Chamba,Chamba,2011,2024,Himachal Pradesh
Chamoli,Chamoli,1961,1971,Uttarakhand
Chamoli,Chamoli,1961,1971,Uttarakhand
Chamoli,Chamoli,1971,1981,Uttarakhand
Chamoli,Chamoli,1971,1981,Uttarakhand
Chamoli,Chamoli,1981,1991,Uttarakhand
Chamoli,Chamoli,1981,1991,Uttarakhand
Chamoli,Chamoli,1991,2001,Uttarakhand
Chamoli,Rudraprayag,1991,2001,Uttarakhand
Chamoli,Chamoli,2001,2011,Uttarakhand
Chamoli,Chamoli,2011,2024,Uttarakhand
Champaran,Champaran,1951,1961,Bihar
Champaran,Champaran,1951,1961,Bihar
Champaran,Champaran,1961,1971,Bihar
Champaran,Champaran,1961,1971,Bihar
Champaran,Pashchim Champaran,1971,1981,Bihar
Champaran,Purba Champaran,1971,1981,Bihar
Champawat,Champawat,2001,2011,Uttarakhand
Champawat,Champawat,2011,2024,Uttarakhand
Champhai,Champhai,2001,2011,Mizoram
Champhai,Champhai,2001,2011,Mizoram
Champhai,Champhai,2011,2024,Mizoram
Champhai,Khawzawl,2011,2024,Mizoram
Chanda,Chanda,1951,1961,Maharashtra
Chanda,Chanda,1951,1961,Maharashtra
Chanda,Chandrapur,1961,1971,Maharashtra
Chanda,Chandrapur,1961,1971,Maharashtra
Chandauli,Chandauli,2001,2011,Uttar Pradesh
Chandauli,Chandauli,2011,2024,Uttar Pradesh
Chandel,Chandel,1991,2001,Manipur
Chandel,Chandel,1991,2001,Manipur
Chandel,Chandel,2001,2011,Manipur
Chandel,Chandel,2001,2011,Manipur
Chandel,Chandel,2011,2024,Manipur
Chandel,Tengnoupal,2011,2024,Manipur
Chandigarh,Chandigarh,1971,1981,Chandigarh
Chandigarh,Chandigarh,1981,1991,Chandigarh
Chandigarh,Chandigarh,1991,2001,Chandigarh
Chandigarh,Chandigarh,2001,2011,Chandigarh
Chandigarh,Chandigarh,2011,2024,Chandigarh
Chandrapur,Chandrapur,1971,1981,Maharashtra
Chandrapur,Chandrapur,1971,1981,Maharashtra
Chandrapur,Chandrapur,1981,1991,Maharashtra
Chandrapur,Gadchiroli,1981,1991,Maharashtra
Chandrapur,Chandrapur,1991,2001,Maharashtra
Chandrapur,Chandrapur,2001,2011,Maharashtra
Chandrapur,Chandrapur,2011,2024,Maharashtra
Changlang,Changlang,1991,2001,Arunachal Pradesh
Changlang,Changlang,2001,2011,Arunachal Pradesh
Changlang,Changlang,2011,2024,Arunachal Pradesh
Chatra,Chatra,2001,2011,Jharkhand
Chatra,Chatra,2011,2024,Jharkhand
Chengalpattu,Chengalpattu,1971,1981,Tamil Nadu
Chengalpattu,Chengalpattu,1971,1981,Tamil Nadu
Chengalpattu,Chengalpattu,1971,1981,Tamil Nadu
Chengalpattu,Chengalpattu MGR,1981,1991,Tamil Nadu
Chengalpattu,Chengalpattu MGR,1981,1991,Tamil Nadu
Chengalpattu,Chengalpattu MGR,1981,1991,Tamil Nadu
Chengalpattu MGR,Thiruvallur,1991,2001,Tamil Nadu
Chengalpattu MGR,Kancheepuram,1991,2001,Tamil Nadu
Chengalpattu MGR,Kancheepuram,1991,2001,Tamil Nadu
Chennai,Chennai,2001,2011,Tamil Nadu
Chennai,Chennai,2011,2024,Tamil Nadu
Chhatarpur,Chhatarpur,1951,1961,Madhya Pradesh
Chhatarpur,Chhatarpur,1961,1971,Madhya Pradesh
Chhatarpur,Chhatarpur,1971,1981,Madhya Pradesh
Chhatarpur,Chhatarpur,1981,1991,Madhya Pradesh
Chhatarpur,Chhatarpur,1991,2001,Madhya Pradesh
Chhatarpur,Chhatarpur,2001,2011,Madhya Pradesh
Chhatarpur,Chhatarpur,2011,2024,Madhya Pradesh
Chhimtuipui,Chhimtuipui,1981,1991,Mizoram
Chhimtuipui,Chhimtuipui,1981,1991,Mizoram
Chhimtuipui,Lawngtlai,1991,2001,Mizoram
Chhimtuipui,Saiha,1991,2001,Mizoram
Chhindwara,Chhindwara,1951,1961,Madhya Pradesh
Chhindwara,Seoni,1951,1961,Madhya Pradesh
Chhindwara,Chhindwara,1961,1971,Madhya Pradesh
Chhindwara,Chhindwara,1971,1981,Madhya Pradesh
Chhindwara,Chhindwara,1981,1991,Madhya Pradesh
Chhindwara,Chhindwara,1991,2001,Madhya Pradesh
Chhindwara,Chhindwara,2001,2011,Madhya Pradesh
Chhindwara,Chhindwara,2011,2024,Madhya Pradesh
Chidambaranar,Toothukudi,1991,2001,Tamil Nadu
Chikkaballapura,Chikkaballapura,2011,2024,Karnataka
Chikmagalur,Chikmagalur,1951,1961,Karnataka
Chikmagalur,Chikmagalur,1961,1971,Karnataka
Chikmagalur,Chikmagalur,1971,1981,Karnataka
Chikmagalur,Chikmagalur,1981,1991,Karnataka
Chikmagalur,Chikmagalur,1991,2001,Karnataka
Chikmagalur,Chikmagalur,2001,2011,Karnataka
Chikmagalur,Chikkamagaluru,2011,2024,Karnataka
Chingleput,Chingleput,1951,1961,Tamil Nadu
Chingleput,Chingleput,1951,1961,Tamil Nadu
Chingleput,Chingleput,1951,1961,Tamil Nadu
Chingleput,Chengalpattu,1961,1971,Tamil Nadu
Chingleput,Chengalpattu,1961,1971,Tamil Nadu
Chingleput,Chengalpattu,1961,1971,Tamil Nadu
Chirang,Chirang,2011,2024,Assam
Chirang,Chirang,2011,2024,Assam
Chitaldrug,Chitradurga,1951,1961,Karnataka
Chitaldrug,Chitradurga,1951,1961,Karnataka
Chitorgarh,Chittaurgarh,1961,1971,Rajasthan
Chitorgarh,Chittaurgarh,1961,1971,Rajasthan
Chitradurga,Chitradurga,1961,1971,Karnataka
Chitradurga,Chitradurga,1961,1971,Karnataka
Chitradurga,Chitradurga,1971,1981,Karnataka
Chitradurga,Chitradurga,1971,1981,Karnataka
Chitradurga,Chitradurga,1981,1991,Karnataka
Chitradurga,Chitradurga,1981,1991,Karnataka
Chitradurga,Chitradurga,1991,2001,Karnataka
Chitradurga,Davanagere,1991,2001,Karnataka
Chitradurga,Chitradurga,2001,2011,Karnataka
Chitradurga,Chitradurga,2011,2024,Karnataka
Chitrakoot,Chitrakoot,2001,2011,Uttar Pradesh
Chitrakoot,Chitrakoot,2011,2024,Uttar Pradesh
Chittaurgarh,Chittaurgarh,1971,1981,Rajasthan
Chittaurgarh,Chittaurgarh,1971,1981,Rajasthan
Chittaurgarh,Chittaurgarh,1981,1991,Rajasthan
Chittaurgarh,Chittaurgarh,1981,1991,Rajasthan
Chittaurgarh,Chittaurgarh,1991,2001,Rajasthan
Chittaurgarh,Chittaurgarh,1991,2001,Rajasthan
Chittaurgarh,Chittaurgarh,2001,2011,Rajasthan
Chittaurgarh,Pratapgarh,2001,2011,Rajasthan
Chittaurgarh,Chittaurgarh,2011,2024,Rajasthan
Chittoor,Chittoor,1951,1961,Andhra Pradesh
Chittoor,Chittoor,1951,1961,Andhra Pradesh
Chittoor,Chittoor,1951,1961,Andhra Pradesh
Chittoor,Chittoor,1961,1971,Andhra Pradesh
Chittoor,Chittoor,1961,1971,Andhra Pradesh
Chittoor,Chittoor,1961,1971,Andhra Pradesh
Chittoor,Chittoor,1971,1981,Andhra Pradesh
Chittoor,Chittoor,1971,1981,Andhra Pradesh
Chittoor,Chittoor,1971,1981,Andhra Pradesh
Chittoor,Chittoor,1981,1991,Andhra Pradesh
Chittoor,Chittoor,1981,1991,Andhra Pradesh
Chittoor,Chittoor,1981,1991,Andhra Pradesh
Chittoor,Chittoor,1991,2001,Andhra Pradesh
Chittoor,Chittoor,1991,2001,Andhra Pradesh
Chittoor,Chittoor,1991,2001,Andhra Pradesh
Chittoor,Chittoor,2001,2011,Andhra Pradesh
Chittoor,Chittoor,2001,2011,Andhra Pradesh
Chittoor,Chittoor,2001,2011,Andhra Pradesh
Chittoor,Chittoor,2011,2024,Andhra Pradesh
Chittoor,Annamayya,2011,2024,Andhra Pradesh
Chittoor,Tirupati,2011,2024,Andhra Pradesh
Chittorgarh,Chitorgarh,1951,1961,Rajasthan
Chittorgarh,Chitorgarh,1951,1961,Rajasthan
Churachandpur,Churachandpur,1991,2001,Manipur
Churachandpur,Churachandpur,1991,2001,Manipur
Churachandpur,Churachandpur,2001,2011,Manipur
Churachandpur,Churachandpur,2001,2011,Manipur
Churachandpur,Churachandpur,2011,2024,Manipur
Churachandpur,Pherzawl,2011,2024,Manipur
Churu,Churu,1951,1961,Rajasthan
Churu,Churu,1961,1971,Rajasthan
Churu,Churu,1971,1981,Rajasthan
